"accession","X20181107_18.053_13_1_track13.x","X20181107_18.053_14_1_track14.x","X20181107_18.053_15_1_track15.x","X20181107_18.053_4_1_track4.x","X20181107_18.053_5_1_track5.x","X20181107_18.053_6_1_track6.x","protein.x","pval_milieu.x","padj_milieu.x","Ratio_XIC$descr","Ratio_XIC$UF.YEL","X20181107_18.053_13_1_track13.y","X20181107_18.053_14_1_track14.y","X20181107_18.053_15_1_track15.y","X20181107_18.053_4_1_track4.y","X20181107_18.053_5_1_track5.y","X20181107_18.053_6_1_track6.y","protein.y","Goodness_of_fit","pval_milieu.y","padj_milieu.y","Ratio_PC$descr","Ratio_PC$UF.YEL"
"gi|659917997|emb|CDP48596.1|",9.10943917523695,9.09771932648382,9.08634942502901,8.99520772407221,8.98520559141787,8.91431408076506,"b44.a1.a1",0.00722882385127321,0.0159497181060121,"gi|659917997|emb|CDP48596.1| S-adenosylmethionine synthetase (Methionine adenosyltransferase) (AdoMet synthetase) (MAT) [Propionibacterium freudenreichii subsp. freudenreichii]",0.738643545101954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918002|emb|CDP48601.1|",9.05908809325478,9.12304693944965,9.09192369694822,9.14299676333375,8.48971802087428,8.38734430592558,"b97.a1.a1",0.153075709891127,0.199804084489471,"gi|659918002|emb|CDP48601.1| Dihydroorotate dehydrogenase 2 [Propionibacterium freudenreichii subsp. freudenreichii]",0.52379039031481,23,23,22,22,22,20,"b97.a1.a1","OK",0.727703533124803,0.941065763523601,"gi|659918002|emb|CDP48601.1| Dihydroorotate dehydrogenase 2 [Propionibacterium freudenreichii subsp. freudenreichii]",0.941176470588235
"gi|659918003|emb|CDP48602.1|",9.22376307855299,9.22052598375483,9.19403717580592,8.93869395443564,8.98600274330182,9.00675368753483,"b14.a1.a1",0.000448562499453773,0.00274004388090758,"gi|659918003|emb|CDP48602.1| Carbamoyl-phosphate synthase large chain (Carbamoyl-phosphate synthetase ammonia chain) [Propionibacterium freudenreichii subsp. freudenreichii]",0.582232654049568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918004|emb|CDP48603.1|",8.52807045120093,8.53874015746597,8.56098211039951,8.87004111202817,8.9006554515943,8.8896373850393,"b80.a1.a1",1.28386460836474e-05,0.000576607028169338,"gi|659918004|emb|CDP48603.1| Carbamoyl-phosphate synthase small chain [Propionibacterium freudenreichii subsp. freudenreichii]",2.2087525225781,21,20,21,27,25,25,"b80.a1.a1","OK",0.202832423725359,0.601736190385233,"gi|659918004|emb|CDP48603.1| Carbamoyl-phosphate synthase small chain [Propionibacterium freudenreichii subsp. freudenreichii]",1.24193548387097
"gi|659918008|emb|CDP48607.1|",8.05302922297411,8.10064575413885,7.99449828212421,8.22139338386239,8.15305229723289,8.1794480502931,"c273.a1.a1",0.0208902443508093,0.0373255086383336,"gi|659918008|emb|CDP48607.1| 3-dehydroquinate synthase / shikimate kinase,bifunctionnal enzyme [Propionibacterium freudenreichii subsp. freudenreichii]",1.36144074741497,9,9,9,9,10,10,"c273.a1.a1","OK",0.789246145235821,0.941065763523601,"gi|659918008|emb|CDP48607.1| 3-dehydroquinate synthase / shikimate kinase,bifunctionnal enzyme [Propionibacterium freudenreichii subsp. freudenreichii]",1.07407407407407
"gi|659918010|emb|CDP48609.1|",7.67755913565528,7.69690256519537,7.63958106659638,7.38708710023685,7.50348340911249,7.86154018702798,"c347.a1.a1",0.576394797688812,0.621503955768805,"gi|659918010|emb|CDP48609.1| Aminodeoxychorismate lyase [Propionibacterium freudenreichii subsp. freudenreichii]",0.914835297014687,7,7,5,7,7,8,"c347.a1.a1","OK",0.639262122448302,0.941065763523601,"gi|659918010|emb|CDP48609.1| Aminodeoxychorismate lyase [Propionibacterium freudenreichii subsp. freudenreichii]",1.15789473684211
"gi|659918012|emb|CDP48611.1|",9.38961922774964,9.2639014461447,9.39415112226838,9.29975495597775,9.29775461614554,9.22315467565979,"b11.a1.a1",0.20157860092674,0.249957465149157,"gi|659918012|emb|CDP48611.1| Alanyl-tRNA synthetase (Alanine--tRNA ligase) (AlaRS) [Propionibacterium freudenreichii subsp. freudenreichii]",0.835056331471918,68,64,66,69,69,68,"b11.a1.a1","OK",0.690609632028063,0.941065763523601,"gi|659918012|emb|CDP48611.1| Alanyl-tRNA synthetase (Alanine--tRNA ligase) (AlaRS) [Propionibacterium freudenreichii subsp. freudenreichii]",1.04040404040404
"gi|659918015|emb|CDP48614.1|",8.19236855390197,8.1209296603533,8.13569333893992,8.5031742472209,8.5600981858208,8.59788755595408,"c100.a1.a1",0.000325038793041444,0.00223915612984106,"gi|659918015|emb|CDP48614.1| Aspartyl-tRNA synthetase (Aspartate--tRNA ligase) (AspRS) [Propionibacterium freudenreichii subsp. freudenreichii]",2.53910411460428,18,14,14,23,20,20,"c100.a1.a1","OK",0.102756512547164,0.388950212834264,"gi|659918015|emb|CDP48614.1| Aspartyl-tRNA synthetase (Aspartate--tRNA ligase) (AspRS) [Propionibacterium freudenreichii subsp. freudenreichii]",1.3695652173913
"gi|659918017|emb|CDP48616.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,5,5,5,"c493.a1.a1","OK",0.000126088132916805,0.00239155846674632,"gi|659918017|emb|CDP48616.1| Alpha-acetolactate decarboxylase [Propionibacterium freudenreichii subsp. freudenreichii]",15
"gi|659918018|emb|CDP48617.1|",9.05293420262952,8.99483017149441,8.94324873900075,9.24601727984937,9.2286147057453,9.26203782298167,"b32.a1.a1",0.00168686792856405,0.00587560739162758,"gi|659918018|emb|CDP48617.1| Histidyl-tRNA synthetase (Histidine--tRNA ligase) (HisRS) [Propionibacterium freudenreichii subsp. freudenreichii]",1.76381343112281,44,41,42,47,46,46,"b32.a1.a1","OK",0.461796376112868,0.893475597261854,"gi|659918018|emb|CDP48617.1| Histidyl-tRNA synthetase (Histidine--tRNA ligase) (HisRS) [Propionibacterium freudenreichii subsp. freudenreichii]",1.09448818897638
"gi|659918019|emb|CDP48618.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,4,4,"c515.a1.a1","OK",4.52944731061407e-05,0.00120936243193396,"gi|659918019|emb|CDP48618.1| Beta-lactamase-like [Propionibacterium freudenreichii subsp. freudenreichii]",Inf
"gi|659918020|emb|CDP48619.1|",8.44091625989769,8.60108453868482,8.49218655829998,8.47368509164756,8.29945048407973,8.09891549501615,"c195.a1.a1",0.13507247667492,0.179710162099679,"gi|659918020|emb|CDP48619.1| Hypothetical protein PFCIRM129_04165 [Propionibacterium freudenreichii subsp. freudenreichii]",0.63152120366813,9,10,10,13,12,10,"c195.a1.a1","OK",0.452922887190614,0.882703729050321,"gi|659918020|emb|CDP48619.1| Hypothetical protein PFCIRM129_04165 [Propionibacterium freudenreichii subsp. freudenreichii]",1.20689655172414
"gi|659918021|emb|CDP48620.1|",7.64226028516048,7.48625031077252,7.79263858573396,8.0477506243325,8.12229303095597,8.13904794410861,"c193.a1.a1",0.00756693966255393,0.0164800405084401,"gi|659918021|emb|CDP48620.1| GTP pyrophosphokinase [Propionibacterium freudenreichii subsp. freudenreichii]",2.79660621138845,15,13,13,16,16,16,"c193.a1.a1","OK",0.457855999613582,0.889073104704193,"gi|659918021|emb|CDP48620.1| GTP pyrophosphokinase [Propionibacterium freudenreichii subsp. freudenreichii]",1.17073170731707
"gi|659918023|emb|CDP48622.1|",7.53223498315943,7.35809055432561,7.00252445912151,8.98798627515373,9.04187261819836,8.81351618610113,"c279.a1.a1",0.00063672161230192,0.0032625404927867,"gi|659918023|emb|CDP48622.1| Protein-export membrane protein secF [Propionibacterium freudenreichii subsp. freudenreichii]",40.7143293618373,8,9,9,10,11,8,"c279.a1.a1","OK",0.685756620692684,0.941065763523601,"gi|659918023|emb|CDP48622.1| Protein-export membrane protein secF [Propionibacterium freudenreichii subsp. freudenreichii]",1.11538461538462
"gi|659918024|emb|CDP48623.1|",7.40228784366487,7.52717762704198,7.26106499734339,7.66729608729904,7.76323751377084,7.79181102728209,"c281.a1.a1",0.0158891637544366,0.0299431049475706,"gi|659918024|emb|CDP48623.1| Protein-export membrane protein secD [Propionibacterium freudenreichii subsp. freudenreichii]",2.15628468887352,7,7,5,11,9,10,"c281.a1.a1","OK",0.114531068970303,0.418901307055765,"gi|659918024|emb|CDP48623.1| Protein-export membrane protein secD [Propionibacterium freudenreichii subsp. freudenreichii]",1.57894736842105
"gi|659918025|emb|CDP48624.1|",6.49514398101066,6.54196369719339,6.54543550765922,7.06680412392434,7.08320365715164,6.92158280104445,"c500.a1.a1",0.000770315695461802,0.00367381331681782,"gi|659918025|emb|CDP48624.1| Preprotein translocase subunit YajC [Propionibacterium freudenreichii subsp. freudenreichii]",3.17377267025826,3,4,3,5,5,5,"c500.a1.a1","OK",0.315676527931891,0.732367516950623,"gi|659918025|emb|CDP48624.1| Preprotein translocase subunit YajC [Propionibacterium freudenreichii subsp. freudenreichii]",1.5
"gi|659918026|emb|CDP48625.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,3,2,"c545.a1.a1","OK",0.0764177527434687,0.311504427213834,"gi|659918026|emb|CDP48625.1| Holliday junction ATP-dependent DNA helicase [Propionibacterium freudenreichii subsp. freudenreichii]",3
"gi|659918030|emb|CDP48629.1|",7.55251327558749,7.65197454420856,7.52335374490923,7.97551894079278,7.9289495473659,7.92067666190301,"c373.a1.a1",0.00100286927301532,0.0042587599265034,"gi|659918030|emb|CDP48629.1| GCN5-related N-acetyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",2.3061139030282,6,7,5,7,7,7,"c373.a1.a1","OK",0.630785289518052,0.941065763523601,"gi|659918030|emb|CDP48629.1| GCN5-related N-acetyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.16666666666667
"gi|659918032|emb|CDP48631.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,4,4,4,"c541.a1.a1","OK",0.00092553649570843,0.0102965935147563,"gi|659918032|emb|CDP48631.1| Imidazole glycerol phosphate synthase subunit hisH (IGP synthase glutamine amidotransferase subunit) (IGP synthase subunit hisH) (ImGP synthase subunit hisH) (IGPS subunit hisH) [Propionibacterium freudenreichii subsp. freudenreichii]",12
"gi|659918039|emb|CDP48638.1|",7.80494389578759,7.75872150281756,7.86995901669138,8.02117646961117,8.19219900007474,8.14024741805195,"b56.a1.a1",0.00694079045777793,0.0154794607331738,"gi|659918039|emb|CDP48638.1| DNA polymerase III alpha subunit [Propionibacterium freudenreichii subsp. freudenreichii]",2.04171636647206,14,18,16,24,22,20,"b56.a1.a1","OK",0.0911449793109053,0.352691441681329,"gi|659918039|emb|CDP48638.1| DNA polymerase III alpha subunit [Propionibacterium freudenreichii subsp. freudenreichii]",1.375
"gi|659918042|emb|CDP48641.1|",8.82487002830617,8.43149914438059,8.78329656743661,7.24475692183378,7.42102653836104,7.56491936446724,"c522.a1.a1",0.00122097437388307,0.00484361293829196,"gi|659918042|emb|CDP48641.1| Glutamate synthase large subunit (Ferredoxin) [Propionibacterium freudenreichii subsp. freudenreichii]",0.0521915600412589,3,3,3,4,3,3,"c522.a1.a1","OK",0.81850461050307,0.941065763523601,"gi|659918042|emb|CDP48641.1| Glutamate synthase large subunit (Ferredoxin) [Propionibacterium freudenreichii subsp. freudenreichii]",1.11111111111111
"gi|659918043|emb|CDP48642.1|",7.46103558811664,7.59095804170995,7.55727309280197,7.34660319819368,7.34055568243338,7.30660255933773,"c576.a1.a1",0.00738487324878759,0.0161788742552944,"gi|659918043|emb|CDP48642.1| Prolipoprotein diacylglyceryl transferase [Propionibacterium freudenreichii subsp. freudenreichii]",0.619124939628675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918044|emb|CDP48643.1|",8.21551131640601,8.22177336886193,7.71380136863933,7.74958153887438,7.71856001683491,7.63361010933129,"c512.a1.a1",0.111488639166889,0.152589307469031,"gi|659918044|emb|CDP48643.1| Tryptophan synthase alpha chain (TrpA) [Propionibacterium freudenreichii subsp. freudenreichii]",0.395949648670162,3,3,3,4,3,3,"c512.a1.a1","OK",0.81850461050307,0.941065763523601,"gi|659918044|emb|CDP48643.1| Tryptophan synthase alpha chain (TrpA) [Propionibacterium freudenreichii subsp. freudenreichii]",1.11111111111111
"gi|659918046|emb|CDP48645.1|",7.56632597323506,7.62041740931049,7.59434463671922,8.21469961531312,8.13682251728583,8.10135792202134,"c307.a1.a1",0.000112509993168054,0.00120269303041713,"gi|659918046|emb|CDP48645.1| Indole-3-glycerol phosphate synthase (TrpC) [Propionibacterium freudenreichii subsp. freudenreichii]",3.62508738092924,10,9,8,10,10,10,"c307.a1.a1","OK",0.691034526349914,0.941065763523601,"gi|659918046|emb|CDP48645.1| Indole-3-glycerol phosphate synthase (TrpC) [Propionibacterium freudenreichii subsp. freudenreichii]",1.11111111111111
"gi|659918049|emb|CDP48648.1|",8.40380933022828,8.48604966803544,8.53071920275026,7.76814482890668,7.56056468446089,7.72641097726026,"c377.a1.a1",0.000427597265969784,0.00267788186768956,"gi|659918049|emb|CDP48648.1| Hypothetical protein PFCIRM129_04310 [Propionibacterium freudenreichii subsp. freudenreichii]",0.16489792246448,8,8,8,6,5,6,"c377.a1.a1","OK",0.273122522960368,0.688317511798458,"gi|659918049|emb|CDP48648.1| Hypothetical protein PFCIRM129_04310 [Propionibacterium freudenreichii subsp. freudenreichii]",0.708333333333333
"gi|659918050|emb|CDP48649.1|",8.30922040347455,7.9241726726179,8.36955731430629,8.42972381367406,8.61383970804767,8.51449159409262,"c314.a1.a1",0.0999356984182264,0.141461490911645,"gi|659918050|emb|CDP48649.1| Glutaminyl-tRNA synthetase [Propionibacterium freudenreichii subsp. freudenreichii]",1.92910716821979,3,2,2,9,8,9,"c314.a1.a1","OK",0.000644800387450821,0.00782553197497133,"gi|659918050|emb|CDP48649.1| Glutaminyl-tRNA synthetase [Propionibacterium freudenreichii subsp. freudenreichii]",3.71428571428571
"gi|659918051|emb|CDP48650.1|",6.71138311609198,6.835077302906,6.40116688457889,5.64841725415923,6.30752885526495,6.72547595396189,"c701.a1.a1",0.28111517952786,0.333253176495743,"gi|659918051|emb|CDP48650.1| Phosphoglycerate mutase (D-phosphoglycerate 2,3-phosphomutase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.537086578569364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918052|emb|CDP48651.1|",9.09202220236931,9.22547813202859,9.18257652524737,9.12918681561622,9.06440323498919,8.94978724142302,"c162.a1.a1",0.143948931773795,0.18908546122829,"gi|659918052|emb|CDP48651.1| ABC transporter substrate-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.76524680957486,17,16,18,19,15,15,"c162.a1.a1","OK",0.841475366475209,0.941065763523601,"gi|659918052|emb|CDP48651.1| ABC transporter substrate-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.96078431372549
"gi|659918054|emb|CDP48653.1|",6.14190839531685,6.21630056338875,5.99890049796968,5.99473486683842,6.44389526622619,6.35296667768329,"c608.a1.a1",0.392418423354043,0.437092211444964,"gi|659918054|emb|CDP48653.1| ABC protein of ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]",1.49426509775809,3,2,3,2,2,3,"c608.a1.a1","OK",0.796179498219334,0.941065763523601,"gi|659918054|emb|CDP48653.1| ABC protein of ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]",0.875
"gi|659918058|emb|CDP48657.1|",6.67825177547923,6.8030761609922,7.10156376560364,7.60095041612634,7.62324661047626,7.30528651914915,"c503.a1.a1",0.01608645379714,0.0301317261457003,"gi|659918058|emb|CDP48657.1| Sua5_yciO_yrdC [Propionibacterium freudenreichii subsp. freudenreichii]",4.29760742987386,2,2,3,5,5,4,"c503.a1.a1","OK",0.123008802123071,0.44382905630892,"gi|659918058|emb|CDP48657.1| Sua5_yciO_yrdC [Propionibacterium freudenreichii subsp. freudenreichii]",2
"gi|659918063|emb|CDP48662.1|",7.99088353482796,7.86040112121957,7.99774307221621,7.85836065411966,7.86627680761448,7.91608465133858,"c317.a1.a1",0.223105344559217,0.273911512132108,"gi|659918063|emb|CDP48662.1| DNA primase [Propionibacterium freudenreichii subsp. freudenreichii]",0.845076408789202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918064|emb|CDP48663.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,3,3,"c580.a1.a1","OK",0.0764177527434687,0.311504427213834,"gi|659918064|emb|CDP48663.1| Phosphomethylpyrimidine kinase [Propionibacterium freudenreichii subsp. freudenreichii]",3
"gi|659918072|emb|CDP48671.1|",7.67697211357352,7.6508973434861,7.80303481112403,6.80601250940405,6.76262039374136,7.2857539342833,"c635.a1.a1",0.0120684354985494,0.023982147465066,"gi|659918072|emb|CDP48671.1| Cobalamin biosynthesis protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.20211523676946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918073|emb|CDP48672.1|",8.63138297360019,8.56879502724461,8.56948746210344,8.86040431568289,8.9899175490849,9.01282267921265,"c129.a1.a1",0.00214809642888679,0.00697287846026077,"gi|659918073|emb|CDP48672.1| Cobyric acid synthase CbiP/CobQ [Propionibacterium freudenreichii subsp. freudenreichii]",2.3360646885333,17,15,18,18,18,18,"c129.a1.a1","OK",0.694850860740605,0.941065763523601,"gi|659918073|emb|CDP48672.1| Cobyric acid synthase CbiP/CobQ [Propionibacterium freudenreichii subsp. freudenreichii]",1.08
"gi|659918075|emb|CDP48674.1|",8.21541592758191,8.38543378084126,8.27944264654898,8.43901784211966,8.53349625901136,8.48686287914784,"c144.a1.a1",0.0269923154806915,0.0462299325912395,"gi|659918075|emb|CDP48674.1| Cobyrinic acid A,C-diamide synthase, CbiA [Propionibacterium freudenreichii subsp. freudenreichii]",1.54528960097152,15,18,16,18,17,18,"c144.a1.a1","OK",0.692024027195998,0.941065763523601,"gi|659918075|emb|CDP48674.1| Cobyrinic acid A,C-diamide synthase, CbiA [Propionibacterium freudenreichii subsp. freudenreichii]",1.08163265306122
"gi|659918076|emb|CDP48675.1|",7.46069815812689,7.66363589200261,7.59491049584092,7.68099481077069,7.68754645229374,7.55815667442598,"c585.a1.a1",0.396850828863854,0.440945365404283,"gi|659918076|emb|CDP48675.1| CobU Bifunctional cobalamin biosynthesis pyrophosphate enzyme [Propionibacterium freudenreichii subsp. freudenreichii]",1.161834882814,2,2,2,3,3,3,"c585.a1.a1","OK",0.437031079898384,0.866652734017615,"gi|659918076|emb|CDP48675.1| CobU Bifunctional cobalamin biosynthesis pyrophosphate enzyme [Propionibacterium freudenreichii subsp. freudenreichii]",1.5
"gi|659918085|emb|CDP48684.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,4,4,"c542.a1.a1","OK",0.00092553649570843,0.0102965935147563,"gi|659918085|emb|CDP48684.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",12
"gi|659918089|emb|CDP48688.1|",6.59257877872344,6.25003942005701,6.55166186138407,6.53293594210211,6.47120308138488,6.35371746406219,"c666.a1.a1",0.924353976951685,0.933386751970757,"gi|659918089|emb|CDP48688.1| Hypothetical protein PFCIRM129_04520 [Propionibacterium freudenreichii subsp. freudenreichii]",0.932459002069503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918093|emb|CDP48692.1|",7.75450067300986,7.97118636519472,7.7940197657736,7.24075311896676,7.08393139174885,6.77995572208463,"c474.a1.a1",0.00592927358930155,0.0138034566832826,"gi|659918093|emb|CDP48692.1| Phosphatidylinositol alpha-mannosyltransferase (glycosyltransferase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.16726020413207,5,5,5,5,5,3,"c474.a1.a1","OK",0.70533739061428,0.941065763523601,"gi|659918093|emb|CDP48692.1| Phosphatidylinositol alpha-mannosyltransferase (glycosyltransferase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.866666666666667
"gi|659918096|emb|CDP48695.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,3,1,"c612.a1.a1","OK",0.0018386129517462,0.0188811406967783,"gi|659918096|emb|CDP48695.1| HIT family protein [Propionibacterium freudenreichii subsp. freudenreichii]",Inf
"gi|659918097|emb|CDP48696.1|",8.4091513777706,8.21825124169965,8.33035804081521,8.66217642046131,8.61533014852625,8.57519833157048,"c102.a1.a1",0.00801716657075724,0.0171401492202396,"gi|659918097|emb|CDP48696.1| Threonyl-tRNA synthetase (Threonine--tRNA ligase) (ThrRS) [Propionibacterium freudenreichii subsp. freudenreichii]",1.96256750155121,11,9,9,23,23,23,"c102.a1.a1","OK",4.12480711314585e-05,0.0011592878939052,"gi|659918097|emb|CDP48696.1| Threonyl-tRNA synthetase (Threonine--tRNA ligase) (ThrRS) [Propionibacterium freudenreichii subsp. freudenreichii]",2.37931034482759
"gi|659918100|emb|CDP48699.1|",7.34236171336924,7.42556622372438,7.35102142246686,7.77196175522023,7.33597612359492,7.67511523286395,"c523.a1.a1",0.175870330728153,0.225754875882929,"gi|659918100|emb|CDP48699.1| Hypothetical protein PFCIRM129_04595 [Propionibacterium freudenreichii subsp. freudenreichii]",1.80299165825158,4,4,3,4,4,4,"c523.a1.a1","OK",0.834801667160383,0.941065763523601,"gi|659918100|emb|CDP48699.1| Hypothetical protein PFCIRM129_04595 [Propionibacterium freudenreichii subsp. freudenreichii]",1.09090909090909
"gi|659918105|emb|CDP48704.1|",8.73777235283247,8.57932630048046,8.71114449791617,8.03455058345407,8.18696491425927,8.15685156109291,"c217.a1.a1",0.00124274960364354,0.00484594185068552,"gi|659918105|emb|CDP48704.1| Deoxyxylulose-5-phosphate synthase [Propionibacterium freudenreichii subsp. freudenreichii]",0.281548831364864,16,16,16,15,14,14,"c217.a1.a1","OK",0.600087682469207,0.941065763523601,"gi|659918105|emb|CDP48704.1| Deoxyxylulose-5-phosphate synthase [Propionibacterium freudenreichii subsp. freudenreichii]",0.895833333333333
"gi|659918109|emb|CDP48708.1|",8.19732791750829,8.09526690913694,8.16045007419968,8.41079671496632,8.4783075375158,8.48727300990906,"c131.a1.a1",0.00131163995228665,0.0049586388440105,"gi|659918109|emb|CDP48708.1| Aconitase, Aconitate hydratase [Propionibacterium freudenreichii subsp. freudenreichii]",2.02800147100486,15,15,14,18,17,18,"c131.a1.a1","OK",0.360470382726239,0.798718607368519,"gi|659918109|emb|CDP48708.1| Aconitase, Aconitate hydratase [Propionibacterium freudenreichii subsp. freudenreichii]",1.20454545454545
"gi|659918116|emb|CDP48551.1|",8.42444828179135,8.18886859257373,8.38535696142817,8.33221749444159,8.42033086934593,8.36707867394284,"c146.a1.a1",0.629348956935124,0.671594411875692,"gi|659918116|emb|CDP48551.1| Helicase (SNF2-related protein) [Propionibacterium freudenreichii subsp. freudenreichii]",1.07223215367401,15,17,14,17,17,16,"c146.a1.a1","OK",0.68304801380973,0.941065763523601,"gi|659918116|emb|CDP48551.1| Helicase (SNF2-related protein) [Propionibacterium freudenreichii subsp. freudenreichii]",1.08695652173913
"gi|659918117|emb|CDP48552.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,"a6.a6.a1","OK",0.834801667160383,0.941065763523601,"gi|659918117|emb|CDP48552.1| S-layer protein precursor [Propionibacterium freudenreichii subsp. freudenreichii]",1.09090909090909
"gi|659918118|emb|CDP48553.1|",9.13483684525324,9.02900437450973,9.26714715109182,8.18173185540878,8.33356066964247,8.23740379141225,"c442.a1.a1",0.000402634937019527,0.00262772274686428,"gi|659918118|emb|CDP48553.1| Hypothetical protein PFCIRM129_03805 [Propionibacterium freudenreichii subsp. freudenreichii]",0.126139976903689,7,7,7,7,6,5,"c442.a1.a1","OK",0.630785289518053,0.941065763523601,"gi|659918118|emb|CDP48553.1| Hypothetical protein PFCIRM129_03805 [Propionibacterium freudenreichii subsp. freudenreichii]",0.857142857142857
"gi|659918119|emb|CDP48554.1|",8.51619440463043,8.47060131237857,8.53834802571581,7.54648268818441,7.43777885890078,7.50842012216032,"c218.a1.a1",1.13523552047675e-05,0.000576607028169338,"gi|659918119|emb|CDP48554.1| endonuclease IV (deoxyribonuclease IV (phage-T4-induced)) [Propionibacterium freudenreichii subsp. freudenreichii]",0.0978534110962823,2,3,3,16,15,15,"c218.a1.a1","OK",5.43328717556606e-08,3.4956546865161e-06,"gi|659918119|emb|CDP48554.1| endonuclease IV (deoxyribonuclease IV (phage-T4-induced)) [Propionibacterium freudenreichii subsp. freudenreichii]",5.75
"gi|659918120|emb|CDP48555.1|",9.11469139429742,8.94497247966646,9.11974957370017,8.6119442371432,8.56205908649805,8.490115951874,"c133.a1.a1",0.00170042613066185,0.00587716795633975,"gi|659918120|emb|CDP48555.1| Putative long-chain-fatty-acid--CoA ligase/synthetase [Propionibacterium freudenreichii subsp. freudenreichii]",0.309399313524824,20,19,20,17,19,17,"c133.a1.a1","OK",0.570658173280832,0.941065763523601,"gi|659918120|emb|CDP48555.1| Putative long-chain-fatty-acid--CoA ligase/synthetase [Propionibacterium freudenreichii subsp. freudenreichii]",0.898305084745763
"gi|659918125|emb|CDP48560.1|",7.75961467144855,7.89491972373851,7.74120046602102,7.21544059064887,7.2246498270494,7.44166673913985,"c487.a1.a1",0.00465393390519494,0.0117773021274321,"gi|659918125|emb|CDP48560.1| polar amino acid ABC transporter, binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.318381147409954,4,4,4,3,4,4,"c487.a1.a1","OK",0.834801667160383,0.941065763523601,"gi|659918125|emb|CDP48560.1| polar amino acid ABC transporter, binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.916666666666667
"gi|659918126|emb|CDP48561.1|",9.68085568731433,9.80944688231363,9.80354883318069,9.61307266777857,9.65563886683158,9.51681833219582,"b73.a1.a1",0.0446649029499725,0.071371752136554,"gi|659918126|emb|CDP48561.1| polar amino acid ABC transporter, binding protein component [Propionibacterium freudenreichii subsp. freudenreichii]",0.676785196902776,24,24,23,27,23,23,"b73.a1.a1","OK",0.86763022643827,0.941065763523601,"gi|659918126|emb|CDP48561.1| polar amino acid ABC transporter, binding protein component [Propionibacterium freudenreichii subsp. freudenreichii]",1.02816901408451
"gi|659918127|emb|CDP48562.1|",9.32782923336102,9.47988967706503,9.43079351369501,9.35034943759503,9.38868303667366,9.26934361187753,"b67.a1.a1",0.24932643542529,0.302876020049726,"gi|659918127|emb|CDP48562.1| polar amino acid ABC transporter, binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.834772557519574,32,33,32,33,34,31,"b67.a1.a1","OK",0.942910973022368,0.947594355261947,"gi|659918127|emb|CDP48562.1| polar amino acid ABC transporter, binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.01030927835052
"gi|659918128|emb|CDP48563.1|",6.80340844569755,6.35383284348395,7.3104459146664,7.27003130590324,7.36150045174585,7.25279680409877,"c455.a1.a1",0.165056178545304,0.214089603970897,"gi|659918128|emb|CDP48563.1| polar amino acid ABC transporter, inner membrane component [Propionibacterium freudenreichii subsp. freudenreichii]",2.04802562128691,3,2,2,5,5,4,"c455.a1.a1","OK",0.123008802123071,0.44382905630892,"gi|659918128|emb|CDP48563.1| polar amino acid ABC transporter, inner membrane component [Propionibacterium freudenreichii subsp. freudenreichii]",2
